,Avg_FT_DPRRA,Avg_FT_RRA,,,l2Norm_DPRRA,l2Norm_RRA,,,Avg_CS_DPRRA,Avg_CS_RRA,,,Avg_TP_DPRRA,Avg_TP_RRA,,,Avg_TQ_DPRRA,Avg_TQ_RRA
15505,61.3223,8.90777,,15505,8475.41,1257.48,,15505,1.64347,1.49984,,15505,0.0163073,0.112262,,15505,5054.91,1569
15530,57.8781,7.82582,,15530,7690.72,1568.76,,15530,1.63297,1.50573,,15530,0.0172777,0.127782,,15530,4869.01,1542
15555,61.8815,26.9618,,15555,9035.29,4129.65,,15555,1.63928,1.51315,,15555,0.0161599,0.0370895,,15555,5020.55,1533
15580,61.1789,9.27067,,15580,8241.19,1304.37,,15580,1.64942,1.50334,,15580,0.0163455,0.107867,,15580,4991.04,1552
15605,61.7702,8.80609,,15605,8404.51,1243.05,,15605,1.65043,1.4999,,15605,0.016189,0.113558,,15605,5063.65,1572
15630,61.8092,8.43852,,15630,8646.24,1208.95,,15630,1.64536,1.51817,,15630,0.0161788,0.118504,,15630,4983.83,1533
15655,59.1735,10.2883,,15655,10144.2,1572.2,,15655,1.61373,1.51044,,15655,0.0168995,0.0971974,,15655,4899.76,1548
15680,61.0227,9.23233,,15680,8219.84,1321.84,,15680,1.65236,1.50013,,15680,0.0163873,0.108315,,15680,5033.45,1567
15705,58.1982,8.62993,,15705,7959.4,1280.74,,15705,1.61936,1.49997,,15705,0.0171827,0.115876,,15705,4933.03,1595
15730,59.9247,9.08245,,15730,8103.32,1294.15,,15730,1.63973,1.50769,,15730,0.0166876,0.110102,,15730,4994.81,1560
15755,53.4228,10.5235,,15755,7653.93,1592.8,,15755,1.58166,1.50238,,15755,0.0187186,0.0950253,,15755,4760.6,1571
15780,58.7586,8.77319,,15780,8159.94,1244.69,,15780,1.63473,1.50019,,15780,0.0170188,0.113984,,15780,4992.32,1577
15805,58.8785,12.222,,15805,7927.44,2451.96,,15805,1.63784,1.50756,,15805,0.0169841,0.08182,,15805,5007.06,1569
15830,65.0512,10.9142,,15830,10243.7,1686.83,,15830,1.65237,1.50764,,15830,0.0153725,0.0916242,,15830,5166.09,1569
15855,62.2927,9.43545,,15855,9979.39,1349.32,,15855,1.63368,1.50123,,15855,0.0160533,0.105983,,15855,5079.99,1583
15880,57.1916,29.9895,,15880,8361.01,4930.37,,15880,1.61574,1.50636,,15880,0.0174851,0.033345,,15880,5008.8,1577
15905,58.5811,11.6328,,15905,7900.76,2043.16,,15905,1.63703,1.50418,,15905,0.0170703,0.0859637,,15905,5057.02,1581
15930,61.4114,10.6392,,15930,8406.49,1666.21,,15930,1.65235,1.50339,,15930,0.0162836,0.0939917,,15930,5080.63,1586
15955,61.1957,9.76772,,15955,8360.6,1438.38,,15955,1.64525,1.50047,,15955,0.016341,0.102378,,15955,5178.8,1594
15980,57.4541,29.0955,,15980,7771,4600.18,,15980,1.62816,1.50701,,15980,0.0174052,0.0343696,,15980,4982.93,1584
16005,61.1333,9.27279,,16005,9072.5,1341.95,,16005,1.63193,1.50772,,16005,0.0163577,0.107842,,16005,5062.21,1588
16030,57.6381,29.5671,,16030,7819.38,4803.52,,16030,1.63175,1.5,,16030,0.0173496,0.0338213,,16030,5060.23,1614
16055,66.9634,8.63482,,16055,11439.5,1235.84,,16055,1.66073,1.49972,,16055,0.0149335,0.11581,,16055,5255.08,1607
16080,62.7143,10.0206,,16080,8684.21,1570,,16080,1.66206,1.51306,,16080,0.0159453,0.0997946,,16080,5114.22,1586
16105,57.5277,9.35927,,16105,7816.46,1347.91,,16105,1.62956,1.50034,,16105,0.0173829,0.106846,,16105,5065.29,1609
16130,59.4961,8.63627,,16130,8293.52,1236.88,,16130,1.6429,1.50645,,16130,0.0168078,0.115791,,16130,5133.95,1602
16155,57.7402,45.9957,,16155,8139.98,9581.05,,16155,1.63813,1.51439,,16155,0.017319,0.0217412,,16155,5012.97,1594
16180,61.0277,8.99184,,16180,9013.02,1284.17,,16180,1.64184,1.49981,,16180,0.016386,0.111212,,16180,5159.66,1623
16205,59.7222,8.76711,,16205,8070.24,1255.84,,16205,1.63974,1.49966,,16205,0.0167442,0.114063,,16205,5235.47,1632
16230,58.7075,10.3087,,16230,8074.48,1634.25,,16230,1.63155,1.49957,,16230,0.0170336,0.0970056,,16230,5191.32,1627
16255,59.6584,8.88194,,16255,9253.04,1275.2,,16255,1.63261,1.50477,,16255,0.0167621,0.112588,,16255,5064.32,1617
16280,57.9541,9.69251,,16280,7902.97,1414.22,,16280,1.63686,1.5,,16280,0.017255,0.103172,,16280,5127.61,1628
16305,58.372,8.66127,,16305,7951.69,1245.21,,16305,1.62833,1.50003,,16305,0.0171315,0.115457,,16305,5175.36,1635
16330,60.7246,9.28371,,16330,8216.63,1335.5,,16330,1.65395,1.49988,,16330,0.0164678,0.107716,,16330,5288.3,1642
16355,57.5998,9.33354,,16355,7946.62,1357.95,,16355,1.62293,1.50431,,16355,0.0173612,0.107141,,16355,5183.61,1627
16380,58.5892,8.52344,,16380,7986.01,1228.96,,16380,1.64475,1.49988,,16380,0.017068,0.117323,,16380,5175.21,1638
16405,60.7998,20.8608,,16405,8687.23,3208.86,,16405,1.64889,1.49991,,16405,0.0164474,0.0479367,,16405,5232.51,1644
16430,65.0878,9.42027,,16430,9611.49,1364.58,,16430,1.66573,1.5014,,16430,0.0153639,0.106154,,16430,5280.79,1640
16455,60.4049,10.327,,16455,9705.32,1681.72,,16455,1.64145,1.50447,,16455,0.0165549,0.096834,,16455,5214.16,1639
16480,56.6893,13.26,,16480,7980.86,2548.72,,16480,1.63052,1.50328,,16480,0.01764,0.0754151,,16480,5258.76,1642
16505,61.9741,9.00364,,16505,9110.8,1303.16,,16505,1.64986,1.49973,,16505,0.0161358,0.111066,,16505,5297.17,1652
16530,59.5737,18.3856,,16530,8117.76,2744.04,,16530,1.64404,1.50194,,16530,0.0167859,0.0543904,,16530,5300.62,1648
16555,55.4218,18.0834,,16555,8460.81,2728.12,,16555,1.59619,1.50541,,16555,0.0180434,0.0552995,,16555,5055.19,1646
16580,60.4163,8.41634,,16580,8870,1217.38,,16580,1.63848,1.50495,,16580,0.0165518,0.118816,,16580,5249.43,1649
16605,59.7021,15.8491,,16605,8218.67,3560.13,,16605,1.64848,1.50563,,16605,0.0167498,0.0630951,,16605,5268.27,1651
16630,59.793,8.47685,,16630,8997.75,1253.55,,16630,1.63037,1.51155,,16630,0.0167244,0.117968,,16630,5263.65,1643
16655,67.1146,8.7737,,16655,20054.4,1277.54,,16655,1.64143,1.51168,,16655,0.0148999,0.113977,,16655,5367.46,1647
16680,54.277,8.74616,,16680,8370.94,1266.39,,16680,1.59664,1.5,,16680,0.018424,0.114336,,16680,5102.39,1670
16705,57.419,8.976,,16705,7946.54,1302.75,,16705,1.6255,1.50183,,16705,0.0174158,0.111408,,16705,5279.92,1667
16730,61.5107,19.8701,,16730,8455.51,2996.04,,16730,1.65589,1.49958,,16730,0.0162573,0.050327,,16730,5409.39,1677
16755,59.9726,33.7798,,16755,8983.79,5772.13,,16755,1.62871,1.50606,,16755,0.0166743,0.0296035,,16755,5266.4,1665
16780,62.8078,20.1943,,16780,9824.69,3043.82,,16780,1.63433,1.50602,,16780,0.0159216,0.0495188,,16780,5371.4,1666
16805,61.7149,8.92294,,16805,8596.08,1304.95,,16805,1.65171,1.50759,,16805,0.0162035,0.112071,,16805,5369.88,1668
16830,56.6339,8.55942,,16830,7929.96,1265.7,,16830,1.62151,1.51468,,16830,0.0176573,0.11683,,16830,5243.2,1655
16855,57.5446,9.23536,,16855,8013.63,1360.82,,16855,1.62741,1.50519,,16855,0.0173778,0.108279,,16855,5298.03,1675
16880,58.0277,8.63383,,16880,8237.93,1261.12,,16880,1.62838,1.49976,,16880,0.0172332,0.115823,,16880,5337.34,1691
16905,59.647,12.2316,,16905,8687.51,2560.9,,16905,1.63141,1.50642,,16905,0.0167653,0.0817555,,16905,5341.7,1680
16930,57.0317,8.20538,,16930,7956.8,1215.97,,16930,1.62859,1.49994,,16930,0.0175341,0.121871,,16930,5331.73,1704
16955,65.5288,9.00336,,16955,11250.7,1321.25,,16955,1.6486,1.50634,,16955,0.0152605,0.11107,,16955,5519.03,1686
16980,61.4177,34.2368,,16980,8981.24,6006.31,,16980,1.64305,1.51178,,16980,0.016282,0.0292083,,16980,5465.36,1676
17005,61.2336,18.9986,,17005,8727.54,2889.31,,17005,1.65251,1.50003,,17005,0.0163309,0.0526355,,17005,5541.22,1734
17030,60.9329,8.51398,,17030,10210,1265.15,,17030,1.63717,1.50123,,17030,0.0164115,0.117454,,17030,5426.76,1700
17055,51.8572,8.34424,,17055,7699.04,1224.73,,17055,1.57543,1.50601,,17055,0.0192837,0.119843,,17055,5080.47,1695
17080,59.3718,19.5446,,17080,9089.42,3036.93,,17080,1.64016,1.50966,,17080,0.016843,0.051165,,17080,5412,1691
17105,58.9027,27.6479,,17105,8706.26,4478.47,,17105,1.6235,1.50026,,17105,0.0169772,0.0361691,,17105,5394.68,1709
17130,60.3304,8.83561,,17130,9924.09,1304.92,,17130,1.62633,1.50595,,17130,0.0165754,0.113178,,17130,5445.09,1702
17155,55.0628,8.53675,,17155,7809.75,1253.46,,17155,1.61609,1.50003,,17155,0.0181611,0.117141,,17155,5311.86,1725
17180,57.2936,29.5474,,17180,8105.73,5070.13,,17180,1.62742,1.5,,17180,0.017454,0.0338439,,17180,5423.21,1730
17205,64.6737,12.2142,,17205,12289.4,2746.66,,17205,1.64162,1.50543,,17205,0.0154622,0.081872,,17205,5563.25,1709
17230,58.0364,8.9675,,17230,8708.02,1332.24,,17230,1.63442,1.49983,,17230,0.0172306,0.111514,,17230,5417.78,1733
17255,55.8585,8.97827,,17255,7965.78,1346.49,,17255,1.61455,1.49997,,17255,0.0179024,0.11138,,17255,5463.5,1751
17280,73.1205,9.91968,,17280,32023.6,2160.67,,17280,1.62546,1.5,,17280,0.0136761,0.10081,,17280,5609.85,1746
17305,59.6151,10.6998,,17305,8721.06,1792.78,,17305,1.64334,1.50673,,17305,0.0167743,0.0934597,,17305,5475.07,1718
17330,56.64,171.187,,17330,7941.4,30612.3,,17330,1.63728,1.50115,,17330,0.0176554,0.00584155,,17330,5473.27,1730
17355,62.3634,11.2614,,17355,9024.05,1827.51,,17355,1.65082,1.49974,,17355,0.016035,0.0887987,,17355,5668.72,1744
17380,59.6251,20.9993,,17380,8823.31,3318.65,,17380,1.63464,1.49983,,17380,0.0167714,0.0476207,,17380,5572.94,1746
17405,41.3455,8.94823,,17405,6204.65,1360.79,,17405,1.52778,1.50428,,17405,0.0241864,0.111754,,17405,4878.42,1733
17430,57.1665,9.25944,,17430,8124.44,1381.43,,17430,1.63373,1.49994,,17430,0.0174928,0.107998,,17430,5524.92,1751
17455,60.1783,8.90198,,17455,8860.7,1338.9,,17455,1.63397,1.50301,,17455,0.0166173,0.112335,,17455,5601.36,1740
17480,62.0821,9.19005,,17480,9470.03,1371.78,,17480,1.64371,1.50521,,17480,0.0161077,0.108813,,17480,5670.61,1738
17505,59.1391,8.65313,,17505,8380.4,1285.02,,17505,1.63513,1.5022,,17505,0.0169093,0.115565,,17505,5603.93,1746
17530,61.7511,8.78243,,17530,9552.78,1306.36,,17530,1.65231,1.49971,,17530,0.016194,0.113864,,17530,5732.68,1782
17555,61.2966,34.8998,,17555,9105,6222.91,,17555,1.64494,1.49974,,17555,0.0163141,0.0286535,,17555,5629.28,1760
17580,67.736,170.73,,17580,20322.8,32641.5,,17580,1.6397,1.49977,,17580,0.0147632,0.00585719,,17580,5783.68,1781
17605,41.7627,8.96166,,17605,6247.82,1340.01,,17605,1.53036,1.49997,,17605,0.0239448,0.111586,,17605,4950.09,1770
17630,54.6236,9.42161,,17630,7852.84,1408.21,,17630,1.61707,1.49994,,17630,0.0183071,0.106139,,17630,5490.67,1769
17655,57.6037,8.79519,,17655,8399.61,1312.05,,17655,1.63274,1.50937,,17655,0.01736,0.113699,,17655,5529.65,1748
17680,57.2238,8.71029,,17680,8192.3,1303.84,,17680,1.62845,1.5116,,17680,0.0174753,0.114807,,17680,5472.54,1743
17705,55.4852,8.46518,,17705,7929.77,1267.16,,17705,1.63366,1.50692,,17705,0.0180228,0.118131,,17705,5558.35,1760
17730,60.576,9.27908,,17730,8569.97,1399.31,,17730,1.64839,1.49983,,17730,0.0165082,0.107769,,17730,5718.81,1779
17755,50.8465,8.15725,,17755,7405.59,1227.67,,17755,1.58845,1.49992,,17755,0.019667,0.12259,,17755,5311.96,1778
17780,47.3207,8.81479,,17780,6962.51,1378.06,,17780,1.56254,1.5,,17780,0.0211324,0.113446,,17780,5294.58,1814
17805,43.5905,28.8977,,17805,6405.09,4802.23,,17805,1.54097,1.50772,,17805,0.0229408,0.0346048,,17805,5025.73,1766
17830,61.4773,8.49708,,17830,9159.39,1304.47,,17830,1.64436,1.49989,,17830,0.0162662,0.117687,,17830,5749.76,1797
17855,60.2644,9.63657,,17855,8774.67,1512.42,,17855,1.63736,1.50003,,17855,0.0165936,0.103771,,17855,5728.23,1789
17880,58.8292,28.5926,,17880,9072.16,4963.31,,17880,1.62796,1.50682,,17880,0.0169984,0.0349741,,17880,5663.94,1774
17905,61.6103,8.58581,,17905,9235.73,1287.72,,17905,1.64563,1.49992,,17905,0.016231,0.116471,,17905,5725.76,1791
17930,59.3549,9.96124,,17930,9024.41,1571.83,,17930,1.62644,1.49972,,17930,0.0168478,0.100389,,17930,5631.29,1807
17955,67.3116,8.33556,,17955,20878.3,1261.85,,17955,1.64339,1.50343,,17955,0.0148563,0.119968,,17955,5741.1,1787
17980,58.4961,9.83387,,17980,8465.74,1626.66,,17980,1.63877,1.50111,,17980,0.0170952,0.101689,,17980,5645.29,1795
18005,58.6673,42.267,,18005,8834.29,8352.04,,18005,1.63727,1.49992,,18005,0.0170453,0.0236591,,18005,5683.83,1812
18030,59.6145,22.2867,,18030,10515.8,3641.55,,18030,1.62668,1.50832,,18030,0.0167744,0.0448697,,18030,5711.57,1787
18055,60.6559,43.3912,,18055,8837.92,9867.25,,18055,1.65024,1.50468,,18055,0.0164864,0.0230461,,18055,5730.91,1797
18080,57.3136,26.9313,,18080,8363.64,4429.58,,18080,1.62489,1.50061,,18080,0.0174479,0.0371315,,18080,5658.62,1806
18105,59.2976,8.76415,,18105,9010.63,1329.06,,18105,1.62342,1.51152,,18105,0.0168641,0.114101,,18105,5728.89,1792
18130,60.442,9.13464,,18130,12771.7,1387.44,,18130,1.6305,1.5,,18130,0.0165448,0.109473,,18130,5760.96,1813
18155,57.5923,10.8316,,18155,8279.68,1769.37,,18155,1.62666,1.50741,,18155,0.0173634,0.0923228,,18155,5728.65,1801
18180,58.2646,28.4383,,18180,9076.17,4801.72,,18180,1.62343,1.49994,,18180,0.0171631,0.0351638,,18180,5763.25,1831
18205,60.9374,51.4656,,18205,8991.41,12573.4,,18205,1.64098,1.50239,,18205,0.0164103,0.0194305,,18205,5855.84,1814
18230,61.0484,8.64246,,18230,9639.7,1327.15,,18230,1.63637,1.49995,,18230,0.0163805,0.115708,,18230,5786.12,1824
18255,72.093,10.0073,,18255,29581.1,1687.09,,18255,1.60761,1.50074,,18255,0.013871,0.0999272,,18255,5825.33,1823
18280,57.6414,8.94672,,18280,8681.85,1363.67,,18280,1.62615,1.50131,,18280,0.0173486,0.111773,,18280,5735.48,1825
18305,60.2393,9.18164,,18305,8685.06,1400.86,,18305,1.63911,1.49981,,18305,0.0166005,0.108913,,18305,5908.07,1837
18330,38.3481,8.38827,,18330,5697.57,1302.01,,18330,1.50851,1.49995,,18330,0.0260769,0.119214,,18330,5024.54,1838
18355,50.2956,8.21847,,18355,7449.36,1252.38,,18355,1.58311,1.49975,,18355,0.0198824,0.121677,,18355,5496.13,1841
18380,60.3924,9.00696,,18380,9199.17,1374.01,,18380,1.63069,1.50375,,18380,0.0165584,0.111025,,18380,5891.08,1831
18405,55.8474,9.40913,,18405,8182.76,1501.68,,18405,1.62037,1.50291,,18405,0.0179059,0.10628,,18405,5744.16,1836
18430,61.2805,8.08296,,18430,10468.5,1232.8,,18430,1.64574,1.52382,,18430,0.0163184,0.123717,,18430,5796.62,1800
18455,57.6669,8.25083,,18455,8373.31,1260.27,,18455,1.63712,1.4997,,18455,0.017341,0.1212,,18455,5770.85,1854
18480,57.4564,8.604,,18480,8444.69,1331.61,,18480,1.63203,1.49989,,18480,0.0174045,0.116225,,18480,5829.67,1849
18505,55.9712,31.1937,,18505,10246.7,5375.09,,18505,1.61697,1.49976,,18505,0.0178663,0.0320578,,18505,5790.66,1855
18530,59.533,9.91851,,18530,8777.3,1594.85,,18530,1.63341,1.51063,,18530,0.0167974,0.100822,,18530,5828.69,1833
18555,52.3584,30.9054,,18555,8166.37,5255.11,,18555,1.59245,1.50003,,18555,0.0190991,0.0323568,,18555,5596.7,1856
18580,60.4082,8.6282,,18580,9385.57,1328.15,,18580,1.64053,1.50678,,18580,0.016554,0.115899,,18580,5888.42,1844
18605,60.0617,8.78592,,18605,8907.16,1357.83,,18605,1.63789,1.4997,,18605,0.0166495,0.113819,,18605,5964.73,1871
18630,71.8249,28.4954,,18630,27679.5,4802.56,,18630,1.64756,1.49989,,18630,0.0139227,0.0350933,,18630,6138.72,1876
18655,59.3341,10.5505,,18655,9160.56,1836.16,,18655,1.63382,1.50276,,18655,0.0168537,0.094782,,18655,5914.02,1861
18680,56.8317,9.36146,,18680,8972.1,1449.33,,18680,1.63351,1.51285,,18680,0.0175958,0.106821,,18680,5761.12,1843
18705,51.6585,8.90211,,18705,7739.09,1380.41,,18705,1.59465,1.50104,,18705,0.0193579,0.112333,,18705,5787.17,1868
18730,44.4618,28.4181,,18730,6843.16,4936.82,,18730,1.54218,1.49979,,18730,0.0224912,0.0351888,,18730,5383.62,1907
18755,62.1034,27.5049,,18755,9297.03,4613.44,,18755,1.64991,1.50205,,18755,0.0161022,0.0363572,,18755,6055.05,1871
18780,58.4587,9.27907,,18780,8607.04,1445.68,,18780,1.64744,1.50373,,18780,0.0171061,0.107769,,18780,6040.08,1870
18805,61.5812,9.14666,,18805,9033.64,1434.48,,18805,1.65089,1.50928,,18805,0.0162387,0.109329,,18805,6035.86,1862
18830,63.6114,9.31678,,18830,9278.79,1452.19,,18830,1.66203,1.49984,,18830,0.0157204,0.107333,,18830,6186.76,1894
18855,64.7757,9.45765,,18855,15109.2,1473.72,,18855,1.64328,1.49987,,18855,0.0154379,0.105735,,18855,6181.73,1897
18880,60.2401,8.94725,,18880,9026.28,1418.62,,18880,1.63575,1.49984,,18880,0.0166002,0.111766,,18880,6025,1893
18905,65.5076,38.9154,,18905,10319.2,7171.98,,18905,1.6576,1.49997,,18905,0.0152654,0.0256968,,18905,6254.7,1893
18930,61.5685,8.67369,,18930,10881.4,1353.66,,18930,1.63534,1.5,,18930,0.0162421,0.115291,,18930,6026.22,1897
18955,60.6975,8.69253,,18955,9275.24,1367.53,,18955,1.63751,1.50599,,18955,0.0164751,0.115041,,18955,6045.45,1883
18980,62.3444,11.32,,18980,9226.4,2049.47,,18980,1.65448,1.5078,,18980,0.0160399,0.0883395,,18980,6117.25,1883
19005,56.3765,11.141,,19005,8398.16,1864.61,,19005,1.618,1.49997,,19005,0.0177379,0.0897588,,19005,5928.88,1905
19030,70.9875,9.38114,,19030,27119.1,1512.86,,19030,1.64314,1.50215,,19030,0.014087,0.106597,,19030,6231.64,1899
19055,61.9996,29.1298,,19055,9926.11,4900.51,,19055,1.6423,1.50165,,19055,0.0161291,0.0343291,,19055,6062.55,1902
19080,60.991,30.224,,19080,9245.81,5337.49,,19080,1.64408,1.49995,,19080,0.0163959,0.0330863,,19080,6078.49,1911
19105,59.0538,9.64208,,19105,8808.85,1521.73,,19105,1.64585,1.50113,,19105,0.0169337,0.103712,,19105,6148.28,1908
19130,58.952,8.87094,,19130,8772.17,1384.44,,19130,1.66032,1.49984,,19130,0.0169629,0.112728,,19130,6138.11,1921
19155,63.9454,10.5198,,19155,9513.95,1808.64,,19155,1.66249,1.49977,,19155,0.0156383,0.0950587,,19155,6341.1,1926
19180,62.2595,33.2622,,19180,9251.9,5835.23,,19180,1.6586,1.5001,,19180,0.0160618,0.0300642,,19180,6223.19,1917
19205,66.5426,31.6556,,19205,10088.8,5416.43,,19205,1.66608,1.5018,,19205,0.015028,0.03159,,19205,6341.73,1916
19230,59.972,9.57436,,19230,8890.65,1579.69,,19230,1.6389,1.50447,,19230,0.0166744,0.104446,,19230,6219.44,1914
19255,59.3593,8.46938,,19255,9345.49,1328.91,,19255,1.63672,1.49977,,19255,0.0168466,0.118072,,19255,6170.45,1925
19280,58.5292,8.67422,,19280,8848.04,1392.19,,19280,1.62951,1.5125,,19280,0.0170855,0.115284,,19280,6052.88,1903
19305,56.7415,404.041,,19305,8421.53,83685,,19305,1.64232,1.49961,,19305,0.0176238,0.002475,,19305,6231.42,1967
19330,58.9246,9.8105,,19330,9055.04,1587.42,,19330,1.64283,1.51397,,19330,0.0169708,0.101932,,19330,6218.54,1906
19355,63.952,8.9952,,19355,10367.5,1429.49,,19355,1.66117,1.51088,,19355,0.0156367,0.11117,,19355,6258.15,1915
19380,56.0429,11.7153,,19380,8522.72,2208.35,,19380,1.60944,1.50294,,19380,0.0178435,0.0853587,,19380,6003.84,1931
19405,58.0644,35.1124,,19405,8756,6277.66,,19405,1.63499,1.50889,,19405,0.0172223,0.0284799,,19405,6090.41,1922
19430,63.3297,9.30458,,19430,9413.33,1468.17,,19430,1.66016,1.50211,,19430,0.0157904,0.107474,,19430,6331.49,1937
19455,64.8212,8.70897,,19455,10263.6,1412.01,,19455,1.65891,1.49992,,19455,0.0154271,0.114824,,19455,6453.26,1952
19480,63.2578,9.26602,,19480,9953.68,1473.69,,19480,1.6521,1.51211,,19480,0.0158083,0.107921,,19480,6295.77,1922
19505,64.1019,9.55268,,19505,9671.81,1521.36,,19505,1.66993,1.50264,,19505,0.0156002,0.104683,,19505,6342.07,1945
19530,66.913,9.14112,,19530,17454.4,1447.33,,19530,1.6531,1.50102,,19530,0.0149448,0.109396,,19530,6410.85,1950
19555,58.2235,30.2378,,19555,9000.55,5258.02,,19555,1.62572,1.50003,,19555,0.0171752,0.0330712,,19555,6113.71,1962
19580,64.0445,31.4099,,19580,9677.38,5358.86,,19580,1.66103,1.49974,,19580,0.0156141,0.0318371,,19580,6439.62,1966
19605,61.2626,8.70212,,19605,9766.12,1387.66,,19605,1.6432,1.50355,,19605,0.0163232,0.114915,,19605,6296.07,1954
19630,62.5107,8.96495,,19630,9357.22,1421.57,,19630,1.65746,1.49995,,19630,0.0159973,0.111545,,19630,6504.96,1968
19655,56.8432,9.3186,,19655,8520.89,1474.24,,19655,1.64442,1.50491,,19655,0.0175922,0.107312,,19655,6245.87,1953
19680,61.0179,8.85107,,19680,9515.23,1402.99,,19680,1.6469,1.50711,,19680,0.0163886,0.112981,,19680,6356.7,1954
19705,58.1582,15.1258,,19705,9589.55,3392.2,,19705,1.64633,1.50403,,19705,0.0171945,0.0661122,,19705,6283.29,1962
19730,61.6323,8.85342,,19730,9329.99,1423.67,,19730,1.64034,1.49985,,19730,0.0162253,0.112951,,19730,6448.92,1994
19755,56.7778,9.08681,,19755,8564.14,1467.82,,19755,1.6324,1.50286,,19755,0.0176125,0.11005,,19755,6132.88,1970
19780,52.5885,8.55839,,19780,8040.3,1354.17,,19780,1.59692,1.50632,,19780,0.0190156,0.116844,,19780,5995.1,1966
19805,52.1188,9.27008,,19805,8122.61,1469.53,,19805,1.58783,1.50518,,19805,0.0191869,0.107874,,19805,5979,1970
19830,57.2221,20.9695,,19830,8651.87,3533.07,,19830,1.62784,1.4999,,19830,0.0174758,0.0476882,,19830,6273.64,1988
19855,58.7409,8.53704,,19855,9773.39,1361.73,,19855,1.63118,1.49977,,19855,0.0170239,0.117137,,19855,6242.76,1986
19880,56.9869,10.6425,,19880,8649.33,2029.16,,19880,1.62892,1.5005,,19880,0.0175479,0.0939628,,19880,6233.26,1986
19905,58.6321,8.95122,,19905,8855.02,1452.35,,19905,1.6321,1.50922,,19905,0.0170555,0.111717,,19905,6284.49,1970
19930,56.4711,8.92223,,19930,8897.41,1467.2,,19930,1.61867,1.4998,,19930,0.0177082,0.11208,,19930,6246.76,1994
19955,38.6198,28.5362,,19955,6299.94,4993.09,,19955,1.50749,1.49997,,19955,0.0258935,0.0350433,,19955,5482.06,2019
19980,60.3362,32.0652,,19980,9465.1,5982.23,,19980,1.63929,1.49985,,19980,0.0165738,0.0311865,,19980,6367.22,1999
20005,60.0019,8.92447,,20005,9317.17,1440.47,,20005,1.63894,1.50002,,20005,0.0166661,0.112051,,20005,6429.09,2008
20030,51.951,37.2553,,20030,7971.3,7503.36,,20030,1.59386,1.50305,,20030,0.0192489,0.0268418,,20030,6077.32,1996
20055,59.7944,8.94555,,20055,9291.37,1432.94,,20055,1.64039,1.49998,,20055,0.016724,0.111787,,20055,6417.48,2016
20080,57.6379,8.90468,,20080,8806.66,1417.08,,20080,1.62943,1.4998,,20080,0.0173497,0.1123,,20080,6335.22,2013
20105,58.443,8.74355,,20105,8844.32,1394.19,,20105,1.6383,1.50709,,20105,0.0171107,0.11437,,20105,6344.11,1995
20130,101.473,15.5608,,20130,83065.2,4846.95,,20130,1.63512,1.4998,,20130,0.00985479,0.0642642,,20130,6868.22,2044
20155,59.1184,8.64981,,20155,9439.36,1380.88,,20155,1.63632,1.50881,,20155,0.0169152,0.115609,,20155,6375.88,1996
20180,57.8345,9.09886,,20180,9372.44,1721.18,,20180,1.62889,1.50441,,20180,0.0172907,0.109904,,20180,6335.76,2008
20205,58.2641,9.16743,,20205,9115.01,1485.15,,20205,1.62559,1.49998,,20205,0.0171632,0.109082,,20205,6354.24,2024
20230,56.8395,9.29901,,20230,9082.33,1489.94,,20230,1.61364,1.4997,,20230,0.0175934,0.107538,,20230,6378.04,2035
20255,56.2387,10.6653,,20255,9185.45,2184.45,,20255,1.62538,1.50496,,20255,0.0177814,0.0937623,,20255,6247.1,2014
20280,55.2641,8.67806,,20280,8438.06,1385.19,,20280,1.61918,1.5,,20280,0.0180949,0.115233,,20280,6315.04,2043
20305,59.3115,9.0718,,20305,9081.79,1457.97,,20305,1.64295,1.51061,,20305,0.0168602,0.110232,,20305,6421.47,2006
20330,57.1523,8.29754,,20330,9272.58,1343.3,,20330,1.62317,1.50418,,20330,0.0174971,0.120518,,20330,6341.46,2025
20355,57.8658,8.53029,,20355,9332.17,1372.1,,20355,1.6281,1.50504,,20355,0.0172814,0.117229,,20355,6443.86,2025
20380,60.1879,29.2487,,20380,9771.65,5176.33,,20380,1.6394,1.50368,,20380,0.0166146,0.0341896,,20380,6494.64,2030
20405,58.8842,10.5959,,20405,9996.53,2008.59,,20405,1.61627,1.49998,,20405,0.0169825,0.0943763,,20405,6473.06,2056
20430,49.4986,9.14963,,20430,7826.36,1471.05,,20430,1.56657,1.49995,,20430,0.0202026,0.109294,,20430,6108.21,2055
20455,54.1149,9.1141,,20455,8463.97,1472.37,,20455,1.60572,1.49978,,20455,0.0184792,0.10972,,20455,6252.07,2072
20480,57.6567,9.06143,,20480,9126.94,1468.73,,20480,1.62935,1.5,,20480,0.017344,0.110358,,20480,6474.59,2058
20505,58.7832,20.4975,,20505,9478.2,3492.77,,20505,1.62614,1.50271,,20505,0.0170117,0.0487865,,20505,6457.15,2043
20530,57.5297,28.986,,20530,9436.25,5107.27,,20530,1.60604,1.5,,20530,0.0173823,0.0344994,,20530,6438.48,2066
20555,58.911,9.34318,,20555,9476.43,1506.3,,20555,1.62564,1.49998,,20555,0.0169748,0.10703,,20555,6527.78,2076
20580,57.7975,8.7068,,20580,11034.6,1407.25,,20580,1.60709,1.49971,,20580,0.0173018,0.114853,,20580,6495.55,2068
